name,state,city,address,lattitude,longitude,type
MG DELHI LAJPAT NAGAR,Delhi,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.564863,77.236743,20.0
MG DELHI SHIVAJI MARG,Delhi NCR,NEW DELHI,PLOT NO 13 SHIVAJI MARG DELHI 110015 NEW DELHI,28.66196,77.152242,20.0
MG DELHI LAJPAT NAGAR,Delhi NCR,NEW DELHI,"A-14, Ring Road, Lajpat nagar, Delhi 110024",28.564863,77.236743,20.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8.0
u00c2u00a0EESL Sushma Swaraj Bhawan,Delhi NCR,Delhi,"Susma swaraj Bhawan, MEA, New Delhi",28.59583333,77.18055556,8.0
EESL Delhi Haat,Delhi NCR,Delhi,"NMDC Parking, Dilli Haat, West Kidwai Nagar, New Delhi 110023",28.572793,77.208662,8.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Back of Hotel Claridges Near NDMC Power Sub nStation, Tees January Marg, nDr. APJ Abdul Kalam Road, New Delhi- 110003",28.61826041,77.21256986,8.0
EESL Chelmsford Club,Delhi NCR,Delhi,"Outside Chelmsford Club/ Opposite CSIR Building, Rafi Marg, Sansad Marg Area, New Delhi 110001",28.61826041,77.21256986,8.0
"GO AUTO/ Treo Tata, Safdargunj",Delhi NCR,Delhi,"A-2/14, Safdarjung Enclave, , Delhi, Delhi - 110029",28.56483,77.18891,7.0
"Autovikas, Motinagar",Delhi NCR,Delhi,"Block B, No. 57, Rama Rd, Moti Nagar, Block B, Najafgarh Road Industrial Area, New Delhi, Delhi 110015",28.66078,77.1536,7.0
"Westside, Lajpat Nagar",Delhi NCR,Delhi,"A-15, Alankar Cinema Building, Feroze Gandhi Marg, Lajpat Nagar III, New Delhi 110024",28.56817,77.24112,7.0
"IOCL - WELCOME MOTORS, Saket",Delhi NCR,Delhi,SAKET DISST. CENTRE SAKET N.DELHI - 110017,28.5279341,77.2156347,7.0
"Malwa Automobiles, Rohini",Delhi NCR,Delhi,"Showroom, No. A1, 16, Prashant Vihar Sector 14 Rohini, New Delhi - 110085",28.709289,77.135499,7.0
"IOCL - Nineteenth Hole Service Station, Dr Zakir Hussain Ro",Delhi NCR,Delhi,"DR. ZAKIR HUSSAIN ROAD NEAR GOLF COURSEN DELHI LOCK ID NO. I 343,110003",28.60259,77.237904,7.0
"IOCL - Sabarwal Service Station, RK Puram",Delhi NCR,Delhi,"Tamil Sangam Marg, Sector 5, Rama Krishna Puram, New Delhi-110022",28.564625,77.177461,7.0
"IOCL - Jai Sai Motors, Okhla Phase 1",Delhi NCR,Delhi,"Okhla Phase - 1, near Hotel Crown Plaza, New Delhi, Delhi 110020",28.527674,77.273003,7.0
"IOCL - COCO, Jungpura",Delhi NCR,Delhi,"Lala Lajpat Rai Marg, Jangpura, Nizamuddin West, New Delhi- 110014",28.587135,77.241353,7.0
"IOCL - Irwin Petrol Pump, Connaught Place",Delhi NCR,Delhi,"Baba Kharak Singh Marg, Connaught Place, Hanuman Road Area, Connaught Place, New Delhi, Delhi 110001",28.62932,77.21262,7.0
"IOCL - RK Service Station, ChanakyaPuri",Delhi NCR,Delhi,"Vinay Marg, ChanakyaPuri, New Delhi - 110021",28.58342,77.191319,7.0
"IOCL - Intimate Filling Station, Soami Nagar",Delhi NCR,Delhi,"Panchsheel Marg, Soami Nagar North, New Delhi- 110049",28.543012,77.220429,7.0
"True North, Mayapuri",Delhi NCR,Delhi,"A1/1 Mayapuri, Industrial Area, Phase 1, New Delhi 110064",28.633301,77.126961,7.0
"IOCL - COCO Niti Marg, Chanakyapuri",Delhi NCR,Delhi,"Niti Marg, ChanakyaPuri, New Delhi-110021",28.599629,77.195806,7.0
"Sagar Motors, Dilshad Garden",Delhi NCR,Delhi,"No ZB/43 487 & ZB, 44 487, Dilshad Garden, New Delhi, Delhi 110095",28.676246,77.31768,7.0
"Pacific Mall, Tagore Garden",Delhi NCR,Delhi,"Najafgarh Rd, Tagore Garden, Tilak Nagar, New Delhi, Delhi 110018",28.6422188,77.1058913,7.0
IOCL Risal Petro Delhi,Delhi NCR,Delhi,"Burari Rd, opposite Sta Tpt Authority, Laldora, Jharoda, Jharoda Majra Burari, New Delhi, Delhi 110084",28.7324265,77.1986248,7.0
IOCL Paul Motors Delhi,Delhi NCR,Delhi,"Main Road, Sat Guru Ram Singh Rd, MS Block, Block F, Mayapuri Industrial Area Phase II, Mayapuri, New Delhi, Delhi 110064",28.61986668,77.11398244,7.0
IOCL Bedi Saxena Delhi,Delhi NCR,Delhi,"B-88-5, 86-5, Sat Guru Ram Singh Rd, Block B, Mayapuri Industrial Area Phase I, Mayapuri, New Delhi, Delhi 110064",28.627092,77.121841,7.0
AARGO CSC MINTO ROAD,Delhi NCR,NEW DELHI,"CSC NDMC CENTER MINTO ROAD OPPOSITE K BLOCK, NEW DELHI,NEW DELHI,110001",28.63547,77.2213,22.0
"IOCL - Citi Fuels, Virender Nagar",Delhi NCR,Delhi,OPP.-VIRENDER NAGAR NEAR BHARATI COLLEGE NEW DELHI-110058,28.622486,77.09547,7.0
"IOCL - Gay Service Station, Azadpur",Delhi NCR,Delhi,"Near Azadpur, New Delhi,110033",28.703312,77.181109,7.0
"Pacific Mall,  Dwarka",Delhi NCR,Delhi,"Dwarka sector 21 metro station, PACIFIC MALL, Sector 22 Rd, Sector 21, Dwarka, New Delhi, Delhi 110077",28.5512199,77.056702,7.0
"Vardhaman Times Plaza, Pitampura",Delhi NCR,Delhi,"LG 1, Vardhaman Times Plaza, Plot No. 13, Saint Nagar Delhi, Pitampura, Delhi - 110034",28.6874177,77.1341163,7.0
"HPCL - Delhi Punjab Fuel Station, Singhu Border",Delhi NCR,Delhi,"15/1 Gt.karnal RD. Singhu Border, Po, Narela, Delhi, 110040",28.8558802,77.1245004,7.0
IOCL - AAUI Service Station ,Delhi NCR,Delhi,IOCL at Plot No 1 I P Estate Ring Road New Delhi-110002,28.6179662,77.2487894,7.0
"Worldmark 2, Aerocity",Delhi NCR,Delhi,"Worldmark Aerocity, New Delhi  - 110037",28.5494799,77.1213702,7.0
"Worldmark 2, Aerocity",Delhi NCR,Delhi,"Worldmark Aerocity, New Delhi  - 110037",28.5494799,77.1213702,7.0
"Worldmark 3, Aerocity",Delhi NCR,Delhi,"Worldmark Aerocity, New Delhi  - 110037",28.5516849,77.1216672,7.0
"Worldmark 3, Aerocity",Delhi NCR,Delhi,"Worldmark Aerocity, New Delhi  - 110037",28.5516849,77.1216672,7.0
"Sparsh , Garg Plaza - Dwarka",Delhi NCR,Delhi,"RZ A- 70, Garg Plaza, Dabri - Palam Road, Dwarka, Delhi, Delhi - 110043",28.60585,77.08133,7.0
"IOCL Hundred Percent Filling & Service Station, Dwarka",Maharashtra,Delhi,"Sector 9, Dwarka, New Delhi, Delhi 110073",28.578641,77.05962,7.0
"IOCL - Ruchika Service Station, Mayur Vihar",Delhi NCR,Delhi,"KONDLI GHARAOLI,  MAYUR VIHAR PH-III NEW DELHI-110096",28.6034988,77.3354221,7.0
"Pacific Mall, Netaji Subash Palace",Delhi NCR,Delhi,"Pitam Pura, New Delhi, Delhi 110034",28.6933409,77.1531325,7.0
"IOCL - Tikri Gas, Delhi",Delhi NCR,Delhi,"Rohtak Road, Block C, Tyagi Vihar, Ghevra, Delhi, 110072",28.6868847,76.9849286,7.0
"HPCL - Badarpur Service Station, Gazipur",Delhi NCR,Delhi,"Integrated Freight Complex, Mayur Vihar Phase III, Gharoli, Delhi, Uttar Pradesh 110096",28.6197025,77.3411839,7.0
Tata Power ,Delhi,Delhi,"MVID MCD Hospital, Mukherjee Nagar, MVID MCD Hospital Parking, Tagore Park Extension, Mukherjee Nagar, Delhi, 110009",28.7036992,77.2044734,7.0
Tata Power ,Delhi,Delhi,"Naniwala Bagh Commercial Complex, Azadpur, Commercial Complex, Gopal Nagar, Azadpur, New Delhi, Delhi 110009",28.709831,77.17765,7.0
Tata Power ,Delhi,Delhi,"Netaji Subash Place, Pitampura, MCD, Netaji Subhash Place, Pitampura, Delhi, 110034",28.6912791,77.1523963,7.0
Tata Power ,Delhi,Delhi,"Parking Near Manglam Place, Rohini, MCD parking Near Mangalam Palace, Rohini Sector 3, 110085",28.6981417,77.1164514,7.0
Tata Power ,Delhi,Delhi,"PVR Naraina, Commercial Complex, Community Center, Goswami Girdhari Lal Marg, Industrial Area Phase I, Block B, Naraina Industrial Area Phase 1, Naraina, New Delhi, Delhi 110028",28.6321091,77.1372683,7.0
Tata Power ,Delhi,Delhi,"Ssensse Hotel, Sec 25, PLOT NO.28, POCKET 5A, SECTOR 25, ROHINI NEW Delhi 110085",28.735847,77.093263,7.0
Tata Power ,Delhi,Delhi,"Tanga Stand, Moti Nagar, MCD Parking, Tanga Stand Road, Motinagar metro station, Moti Nagar, Delhi, 110015",28.6591233,77.1436388,7.0
Tata Power ,Delhi,Delhi,"Videocon Tower, Jhandewalan, E3/15, Block E3, Jhandewalan Extension, Jhandewalan, New Delhi - 110005",28.6449172,77.2025135,7.0
